x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label,letter,user_id
0.8480057120323181,0.8195170760154724,-5.573674002334883e-07,0.783800482749939,0.7855584621429443,-0.023425091058015823,0.7456194758415222,0.664609432220459,-0.025221625342965126,0.731318473815918,0.558497428894043,-0.025130784139037132,0.7094860076904297,0.4985126554965973,-0.01909664459526539,0.76859050989151,0.5869848132133484,-0.0005223939660936594,0.7721633911132812,0.5268369913101196,-0.024458441883325577,0.7837434411048889,0.6238115429878235,-0.031624358147382736,0.7838920950889587,0.6324667930603027,-0.034399330615997314,0.8134446740150452,0.5846740007400513,0.001158532570116222,0.8102759122848511,0.5251039862632751,-0.0267172884196043,0.8116241693496704,0.6372887492179871,-0.02721044048666954,0.8099812865257263,0.636609673500061,-0.020802998915314674,0.8532130122184753,0.5951253771781921,-0.0032944867853075266,0.8509950041770935,0.5447348356246948,-0.03349616378545761,0.8459091186523438,0.6518784165382385,-0.019396260380744934,0.8434756994247437,0.6557950973510742,-0.002765106037259102,0.8875018358230591,0.6057867407798767,-0.009875754825770855,0.887662410736084,0.5782754421234131,-0.023186512291431427,0.880091667175293,0.6521236896514893,-0.010710873641073704,0.8780137300491333,0.6609423160552979,0.0016185559798032045,0,A,toni
0.8475682735443115,0.820369303226471,-5.611461801890982e-07,0.783159613609314,0.7866542339324951,-0.02185952104628086,0.7441511154174805,0.6659901142120361,-0.023064522072672844,0.7305794954299927,0.5591999888420105,-0.02242363803088665,0.7087861895561218,0.5001793503761292,-0.015889672562479973,0.7677146792411804,0.588872492313385,-0.0008929931791499257,0.7702468037605286,0.5301039218902588,-0.02424512431025505,0.7820500731468201,0.6271592974662781,-0.031181111931800842,0.7827528119087219,0.6337132453918457,-0.03421427682042122,0.8128257989883423,0.5854607820510864,0.00012790433538611978,0.807888388633728,0.5260303020477295,-0.027111729606986046,0.8094698786735535,0.638343095779419,-0.026988700032234192,0.8089280724525452,0.6374724507331848,-0.020466890186071396,0.852716863155365,0.5957575440406799,-0.004707015585154295,0.8490055799484253,0.5461757779121399,-0.03376637399196625,0.8442406058311462,0.6532657146453857,-0.018788959830999374,0.8430137038230896,0.6565825343132019,-0.002075508236885071,0.8870959877967834,0.6061027646064758,-0.011622074991464615,0.8857718110084534,0.5816251039505005,-0.024168649688363075,0.8779680132865906,0.6555497646331787,-0.011417003348469734,0.8766010403633118,0.6628516316413879,0.0007570420275442302,0,A,toni
0.8465338945388794,0.8225430250167847,-5.514525014405081e-07,0.7813886404037476,0.7876161932945251,-0.022101454436779022,0.742295503616333,0.6666791439056396,-0.023715510964393616,0.7276983857154846,0.5599380731582642,-0.023451361805200577,0.7048662304878235,0.5015957355499268,-0.017333747819066048,0.7657573223114014,0.5889678597450256,-0.001262566540390253,0.767179548740387,0.5313194990158081,-0.024445855990052223,0.7792126536369324,0.6283998489379883,-0.03131052106618881,0.780167818069458,0.633836030960083,-0.03449632599949837,0.8110223412513733,0.5852473974227905,-6.532201950903982e-05,0.804432213306427,0.5258499383926392,-0.0274891909211874,0.8065110445022583,0.638944149017334,-0.02720668353140354,0.8070384860038757,0.6373259425163269,-0.020625436678528786,0.8509766459465027,0.596199095249176,-0.004683741368353367,0.845917820930481,0.5473902821540833,-0.03369951620697975,0.8414089679718018,0.6545085906982422,-0.01835135743021965,0.8414204120635986,0.6565471887588501,-0.00147657108027488,0.8851054310798645,0.6069298982620239,-0.011416665278375149,0.8827402591705322,0.5839155316352844,-0.023389745503664017,0.8746528625488281,0.6575464010238647,-0.010346051305532455,0.8742000460624695,0.6638974547386169,0.0018199903424829245,0,A,toni
0.8467585444450378,0.8237118721008301,-5.594978347289725e-07,0.7831068634986877,0.7904407382011414,-0.02189357951283455,0.7427380681037903,0.6675954461097717,-0.023353178054094315,0.7275070548057556,0.5621214509010315,-0.023219658061861992,0.7050706744194031,0.5031120777130127,-0.017253519967198372,0.7669180035591125,0.5899149179458618,-0.0006110187969170511,0.7683779001235962,0.5324441194534302,-0.02494574896991253,0.7810653448104858,0.6285681128501892,-0.03216101974248886,0.7820878624916077,0.6374317407608032,-0.03501494973897934,0.8112922310829163,0.5858671069145203,-0.0003086422220803797,0.8061856031417847,0.5278560519218445,-0.02882937714457512,0.8090556263923645,0.6406235098838806,-0.028964992612600327,0.808484673500061,0.6413052678108215,-0.022020980715751648,0.8511959314346313,0.5954972505569458,-0.006028493866324425,0.8475546836853027,0.549791157245636,-0.036699648946523666,0.8440530896186829,0.6571463346481323,-0.022060483694076538,0.8423444628715515,0.65995854139328,-0.004956535995006561,0.8858910799026489,0.6059061884880066,-0.01378634013235569,0.884170413017273,0.5846455693244934,-0.027346845716238022,0.8775432109832764,0.6587750911712646,-0.014641842804849148,0.8762686848640442,0.6651610732078552,-0.0021551004610955715,0,A,toni
0.8457486033439636,0.8230535984039307,-5.460624379338697e-07,0.7810694575309753,0.7886924147605896,-0.02132871374487877,0.7414039969444275,0.6681867241859436,-0.02261015772819519,0.7272138595581055,0.5630457997322083,-0.021988429129123688,0.7038211822509766,0.5043622851371765,-0.015494370833039284,0.7660107612609863,0.5901850461959839,-0.0018278564093634486,0.7668392062187195,0.534542441368103,-0.025563953444361687,0.779026985168457,0.631196916103363,-0.03286689519882202,0.780607283115387,0.6366530060768127,-0.036184486001729965,0.8116034865379333,0.5865561366081238,-0.0008230711682699621,0.8046591281890869,0.528444766998291,-0.028658008202910423,0.8067643642425537,0.6411322951316833,-0.02857646904885769,0.8074343204498291,0.6401082873344421,-0.02194623462855816,0.8515946269035339,0.5972169637680054,-0.0054638925939798355,0.8456732034683228,0.5502308011054993,-0.0345461405813694,0.8415459990501404,0.6574397087097168,-0.019245130941271782,0.8415375351905823,0.6594304442405701,-0.0022980980575084686,0.8852589130401611,0.6070764064788818,-0.012083630077540874,0.8817670345306396,0.5873391628265381,-0.024108780547976494,0.8743252158164978,0.6606669425964355,-0.011045651510357857,0.8742663264274597,0.6645484566688538,0.001261150580830872,0,A,toni
0.8462369441986084,0.8261253237724304,-5.391228796725045e-07,0.7807562351226807,0.7894512414932251,-0.021404778584837914,0.7413101196289062,0.6690223813056946,-0.022603744640946388,0.7269919514656067,0.5636917948722839,-0.021865753456950188,0.703406572341919,0.5051942467689514,-0.01512406300753355,0.7649267315864563,0.5908680558204651,-0.001228007604368031,0.7650505304336548,0.5352811813354492,-0.024416591972112656,0.7778851389884949,0.6330872774124146,-0.03151702135801315,0.7804492115974426,0.6373831629753113,-0.03490954637527466,0.8109129071235657,0.5864623785018921,3.5113855119561777e-05,0.8027527332305908,0.5287361145019531,-0.02723701298236847,0.8052920699119568,0.6413758993148804,-0.026805587112903595,0.8071392178535461,0.6398808360099792,-0.020093344151973724,0.851283609867096,0.5974317193031311,-0.004361675586551428,0.8438437581062317,0.5504267811775208,-0.03223882615566254,0.8399873375892639,0.6564890742301941,-0.016438785940408707,0.8413350582122803,0.657726526260376,0.0005207229987718165,0.8851422071456909,0.6079714894294739,-0.010861190035939217,0.8803374767303467,0.5881143808364868,-0.021741831675171852,0.8726509213447571,0.6600642204284668,-0.008379790000617504,0.8734970092773438,0.663398027420044,0.003924685530364513,0,A,toni
0.845328688621521,0.828193187713623,-5.535897571462556e-07,0.7800533175468445,0.7936808466911316,-0.02178207039833069,0.7413656711578369,0.6718730926513672,-0.023232655599713326,0.72713303565979,0.5659611821174622,-0.022751037031412125,0.7026110887527466,0.507976770401001,-0.016390807926654816,0.7646742463111877,0.5925888419151306,-0.0018527235370129347,0.7655010223388672,0.5368634462356567,-0.025131655856966972,0.7785115838050842,0.6345071792602539,-0.03231194615364075,0.7804440259933472,0.6411842107772827,-0.035664066672325134,0.810430109500885,0.588455855846405,-0.0006634201272390783,0.8036199808120728,0.5313394665718079,-0.02769176848232746,0.8063505291938782,0.6435906887054443,-0.02745531126856804,0.8070127367973328,0.6435551047325134,-0.02111157588660717,0.8505664467811584,0.5991096496582031,-0.00515912426635623,0.8446665406227112,0.5512580871582031,-0.03363041579723358,0.8409450650215149,0.6583072543144226,-0.01822362095117569,0.8410085439682007,0.6624966263771057,-0.0015651655849069357,0.8842760324478149,0.6100428700447083,-0.011743967421352863,0.8816723823547363,0.5875881314277649,-0.02380012720823288,0.873981773853302,0.6613132953643799,-0.010827409103512764,0.8731775283813477,0.6681681871414185,0.0012917574495077133,0,A,toni
0.8453435897827148,0.8275386095046997,-5.49136586869281e-07,0.7794185876846313,0.7939777374267578,-0.02212543413043022,0.7394222617149353,0.6740949153900146,-0.023824768140912056,0.7246056795120239,0.569179117679596,-0.023492584004998207,0.7005555629730225,0.5113450884819031,-0.016953935846686363,0.7627533674240112,0.5918881297111511,-0.0018227725522592664,0.761997401714325,0.5379519462585449,-0.025281861424446106,0.7755557894706726,0.6367130279541016,-0.03229381889104843,0.7782199382781982,0.6410703063011169,-0.035608526319265366,0.8083757162094116,0.5867993235588074,-0.0004529274010565132,0.8000112771987915,0.5319071412086487,-0.0278695710003376,0.8033923506736755,0.6452457308769226,-0.02717536687850952,0.8051069378852844,0.6420230269432068,-0.020385554060339928,0.8485182523727417,0.5969439744949341,-0.004913391545414925,0.8417432308197021,0.5533754825592041,-0.03322586417198181,0.8384482264518738,0.6601081490516663,-0.01742739789187908,0.839552640914917,0.6596254706382751,-0.000562039203941822,0.8823798894882202,0.6068758964538574,-0.011573750525712967,0.8786544799804688,0.589489221572876,-0.022946083918213844,0.8714298009872437,0.6623744368553162,-0.009891316294670105,0.8719524145126343,0.6649944186210632,0.002143972320482135,0,A,toni
0.843858003616333,0.8273794651031494,-5.422587605607987e-07,0.7795106172561646,0.7945553064346313,-0.022875385358929634,0.7395210266113281,0.6754355430603027,-0.024933768436312675,0.7237581014633179,0.5704432725906372,-0.024949701502919197,0.6992147564888,0.5120226144790649,-0.018861616030335426,0.7612312436103821,0.5909534692764282,-0.0011006324784830213,0.7609897255897522,0.5391066074371338,-0.024656523019075394,0.7746333479881287,0.6358922123908997,-0.03189624845981598,0.7770599126815796,0.641887903213501,-0.03519243001937866,0.8066646456718445,0.5850242972373962,0.00028540496714413166,0.7985032796859741,0.5320140719413757,-0.02730269730091095,0.8022180199623108,0.6446013450622559,-0.026925867423415184,0.8038711547851562,0.6442946791648865,-0.020005257800221443,0.8466536402702332,0.5948584079742432,-0.004344454500824213,0.8400634527206421,0.5549877882003784,-0.03342099115252495,0.8370011448860168,0.6613372564315796,-0.01854783296585083,0.837378978729248,0.6628674268722534,-0.0017918379744514823,0.8808314800262451,0.605354905128479,-0.011177893728017807,0.8766770958900452,0.5907536745071411,-0.023359021171927452,0.8693775534629822,0.6634715795516968,-0.010861298069357872,0.8689191341400146,0.6670112013816833,0.0011543291620910168,0,A,toni
0.8437410593032837,0.8282269239425659,-5.429316161098541e-07,0.7790982723236084,0.7926616072654724,-0.02136838808655739,0.7392554879188538,0.6743061542510986,-0.023009374737739563,0.7240691781044006,0.5700927972793579,-0.022823847830295563,0.6995043158531189,0.5118756294250488,-0.016643719747662544,0.7624671459197998,0.5927942395210266,-0.0013051743153482676,0.7612107396125793,0.5400631427764893,-0.02462490275502205,0.7753351330757141,0.6379045844078064,-0.03204628825187683,0.7781674861907959,0.6434467434883118,-0.035609662532806396,0.8081569671630859,0.5875668525695801,-0.0002032203774433583,0.7992760539054871,0.5327921509742737,-0.027385903522372246,0.8030415773391724,0.6456825733184814,-0.027072060853242874,0.8046879768371582,0.6459212303161621,-0.02050277590751648,0.8482481837272644,0.5979570746421814,-0.004744598641991615,0.8407731056213379,0.5536167621612549,-0.03295563906431198,0.8379483819007874,0.6603601574897766,-0.017450980842113495,0.8388870358467102,0.664027750492096,-0.0005605036276392639,0.881931483745575,0.6085014939308167,-0.011326096951961517,0.8775689005851746,0.5895182490348816,-0.022820014506578445,0.8701871633529663,0.6622694730758667,-0.009631565771996975,0.870171844959259,0.6672751903533936,0.0027464895974844694,0,A,toni
